Verb,Tense,Person,English,Kurdish (Latin),Kurdish (Arabic)
Sneeze,Present,You (pl.),You sneeze,hîn di bêhnijin,ھین د بێھنژن
Sneeze,Present,They,They sneeze,ew di bêhnijin,ئەو د بێھنژن
Sneeze,Future,I,I will sneeze,ez dê bêhnijim,ئەز دێ بێھنژم
Sneeze,Future,You,You will sneeze,tu dê bêhnijî,تو دێ بێھنژی
Sneeze,Future,He/She,He/She will sneeze,ew dê bêhnijit,ئەو دێ بێھنژیت
Sneeze,Future,We,We will sneeze,em dê bêhnijîn,ئەم دێ بێھنژین
Sneeze,Future,You (pl.),You will sneeze,hîn dê bêhnijin,ھین دێ بێھنژن
Sneeze,Future,They,They will sneeze,ew dê bêhnijin,ئەو دێ بێھنژن
Soak,Past,I,I soaked, ez nimandim,ئەز نماندم
Soak,Past,You,You soaked, tu nimandî,تو نماندی
Soak,Past,He/She,He/She soaked, ew nimand,ئەو نماند
Soak,Past,We,We soaked, em nimandîn,ئەم نماندین
Soak,Past,You (pl.),You soaked, hîn nimandin,ھین نماندن
Soak,Past,They,They soaked, ew nimandin,ئەو نماندن
Soak,Present,I,I soak,ez  di nimînim,ئەز د نمینم
Soak,Present,You,You soak,tu  di nimînî,تو د نمینی
Soak,Present,He/She,He/She soaks,ew  di nimînit,ئەو د نمینیت
Soak,Present,We,We soak,em  di nimînîn,ئەم د نمینین
Soak,Present,You (pl.),You soak,hîn  di nimînin,ھین د نمینن
Soak,Present,They,They soak,ew  di nimînin,ئەو د نمینن
Soak,Future,I,I will soak,ez dê  nimînim,ئەز دێ نمینم
Soak,Future,You,You will soak,tu dê  nimînî,تو دێ نمینی
Soak,Future,He/She,He/She will soak,ew dê  nimînit,ئەو دێ نمینیت
Soak,Future,We,We will soak,em dê  nimînîn,ئەم دێ نمینین
Soak,Future,You (pl.),You will soak,hîn dê  nimînin,ھین دێ نمینن
Soak,Future,They,They will soak,ew dê  nimînin,ئەو دێ نمینن
Solve,Past,I,I solved,min  ḧel kir,من حەل كر
Solve,Past,You,You solved,te  ḧel kir,تە حەل كر
Solve,Past,He/She,He/She solved,ewî/ewê  ḧel kir,ئەوی/ئەوێ حەل كر
Solve,Past,We,We solved,me  ḧel kir,مە حەل كر
Solve,Past,You (pl.),You solved,hewe  ḧel kir,ھەوە حەل كر
Solve,Past,They,They solved,ewan  ḧel kir,ئەوان حەل كر
Solve,Present,I,I solve,ez  ḧel di kem,ئەز حەل د كەم
Solve,Present,You,You solve,tu  ḧel di key,تو حەل د كەی
Solve,Present,He/She,He/She solves,ew  ḧel di ket,ئەو حەل د كەت
Solve,Present,We,We solve,em  ḧel di keyn,ئەم حەل د كەین
Solve,Present,You (pl.),You solve,hîn  ḧel di ken,ھین حەل د كەن
Solve,Present,They,They solve,ew  ḧel di ken,ئەو حەل د كەن
Solve,Future,I,I will solve,ez dê  ḧel kem,ئەز دێ حەل كەم
Solve,Future,You,You will solve,tu dê  ḧel key,تو دێ حەل كەی
Solve,Future,He/She,He/She will solve,ew dê  ḧel ket,ئەو دێ حەل كەت
Solve,Future,We,We will solve,em dê  ḧel keyn,ئەم دێ حەل كەین
Solve,Future,You (pl.),You will solve,hîn dê  ḧel ken,ھین دێ حەل كەن
Solve,Future,They,They will solve,ew dê  ḧel ken,ئەو دێ حەل كەن
Sort,Past,I,I sorted,min  tertîb kir,من تەرتیب كر
Sort,Past,You,You sorted,te  tertîb kir,تە تەرتیب كر
Sort,Past,He/She,He/She sorted,ewî/ewê  tertîb kir,ئەوی/ئەوێ تەرتیب كر
Sort,Past,We,We sorted,me  tertîb kir,مە تەرتیب كر
Sort,Past,You (pl.),You sorted,hewe  tertîb kir,ھەوە تەرتیب كر
Sort,Past,They,They sorted,ewan  tertîb kir,ئەوان تەرتیب كر
Sort,Present,I,I sort,ez  tertîb di kem,ئەز تەرتیب د كەم
Sort,Present,You,You sort,tu  tertîb di key,تو تەرتیب د كەی
Sort,Present,He/She,He/She sorts,ew  tertîb di ket,ئەو تەرتیب د كەت
Sort,Present,We,We sort,em  tertîb di keyn,ئەم تەرتیب د كەین
Sort,Present,You (pl.),You sort,hîn  tertîb di ken,ھین تەرتیب د كەن
Sort,Present,They,They sort,ew  tertîb di ken,ئەو تەرتیب د كەن
Sort,Future,I,I will sort,ez dê  tertîb kem,ئەز دێ تەرتیب كەم
Sort,Future,You,You will sort,tu dê  tertîb key,تو دێ تەرتیب كەی
Sort,Future,He/She,He/She will sort,ew dê  tertîb ket,ئەو دێ تەرتیب كەت
Sort,Future,We,We will sort,em dê  tertîb keyn,ئەم دێ تەرتیب كەین
Sort,Future,You (pl.),You will sort,hîn dê  tertîb ken,ھین دێ تەرتیب كەن
Sort,Future,They,They will sort,ew dê  tertîb ken,ئەو دێ تەرتیب كەن
Spell,Past,I,I spelled,min  spel kir,من سپەل كر
Spell,Past,You,You spelled,te  spel kir,تە سپەل كر
Spell,Past,He/She,He/She spelled,ewî/ewê  spel kir,ئەوی/ئەوێ سپەل كر
Spell,Past,We,We spelled,me  spel kir,مە سپەل كر
Spell,Past,You (pl.),You spelled,hewe  spel kir,ھەوە سپەل كر
Spell,Past,They,They spelled,ewan  spel kir,ئەوان سپەل كر
Spell,Present,I,I spell,ez  spel di kem,ئەز سپەل د كەم
Spell,Present,You,You spell,tu  spel di key,تو سپەل د كەی
Spell,Present,He/She,He/She spells,ew  spel di ket,ئەو سپەل د كەت
Spell,Present,We,We spell,em  spel di keyn,ئەم سپەل د كەین
Spell,Present,You (pl.),You spell,hîn  spel di ken,ھین سپەل د كەن
Spell,Present,They,They spell,ew  spel di ken,ئەو سپەل د كەن
Spell,Future,I,I will spell,ez dê  spel kem,ئەز دێ سپەل كەم
Spell,Future,You,You will spell,tu dê  spel key,تو دێ سپەل كەی
Spell,Future,He/She,He/She will spell,ew dê  spel ket,ئەو دێ سپەل كەت
Spell,Future,We,We will spell,em dê  spel keyn,ئەم دێ سپەل كەین
Spell,Future,You (pl.),You will spell,hîn dê  spel ken,ھین دێ سپەل كەن
Spell,Future,They,They will spell,ew dê  spel ken,ئەو دێ سپەل كەن
Spend,Past,I,I spent,min  serif kir,من سەرف كر
Spend,Past,You,You spent,te  serif kir,تە سەرف كر
Spend,Past,He/She,He/She spent,ewî/ewê  serif kir,ئەوی/ئەوێ سەرف كر
Spend,Past,We,We spent,me  serif kir,مە سەرف كر
Spend,Past,You (pl.),You spent,hewe  serif kir,ھەوە سەرف كر
Spend,Past,They,They spent,ewan  serif kir,ئەوان سەرف كر
Spend,Present,I,I spend,ez  serif di kem,ئەز سەرف د كەم
Spend,Present,You,You spend,tu  serif di key,تو سەرف د كەی
Spend,Present,He/She,He/She spends,ew  serif di ket,ئەو سەرف د كەت
Spend,Present,We,We spend,em  serif di keyn,ئەم سەرف د كەین
Spend,Present,You (pl.),You spend,hîn  serif di ken,ھین سەرف د كەن
Spend,Present,They,They spend,ew  serif di ken,ئەو سەرف د كەن
Spend,Future,I,I will spend,ez dê  serif kem,ئەز دێ سەرف كەم
Spend,Future,You,You will spend,tu dê  serif key,تو دێ سەرف كەی
Spend,Future,He/She,He/She will spend,ew dê  serif ket,ئەو دێ سەرف كەت
Spend,Future,We,We will spend,em dê  serif keyn,ئەم دێ سەرف كەین
Spend,Future,You (pl.),You will spend,hîn dê  serif ken,ھین دێ سەرف كەن
Spend,Future,They,They will spend,ew dê  serif ken,ئەو دێ سەرف كەن
Spend,Past,I,I spent,min  mezaxt,من مەزاخت
Spend,Past,You,You spent,te  mezaxt,تە مەزاخت
Spend,Past,He/She,He/She spent,ewî/ewê  mezaxt,ئەوی/ئەوێ مەزاخت
Spend,Past,We,We spent,me  mezaxt,مە مەزاخت
Spend,Past,You (pl.),You spent,hewe  mezaxt,ھەوە مەزاخت
Spend,Past,They,They spent,ewan  mezaxt,ئەوان مەزاخت
Spend,Present,I,I spend,ez  di mezêxim,ئەز د مەزێخم
Spend,Present,You,You spend,tu  di mezêxî,تو د مەزێخی
Spend,Present,He/She,He/She spends,ew  di mezêxit,ئەو د مەزێخیت
Spend,Present,We,We spend,em  di mezêxîn,ئەم د مەزێخین
Spend,Present,You (pl.),You spend,hîn  di mezêxin,ھین د مەزێخن
Spend,Present,They,They spend,ew  di mezêxin,ئەو د مەزێخن
Spend,Future,I,I will spend,ez dê  mezêxim,ئەز دێ مەزێخم
Spend,Future,You,You will spend,tu dê  mezêxî,تو دێ مەزێخی
Spend,Future,He/She,He/She will spend,ew dê  mezêxit,ئەو دێ مەزێخیت
Spend,Future,We,We will spend,em dê  mezêxîn,ئەم دێ مەزێخین
Spend,Future,You (pl.),You will spend,hîn dê  mezêxin,ھین دێ مەزێخن
Spend,Future,They,They will spend,ew dê  mezêxin,ئەو دێ مەزێخن
Spend,Past,I,I spent,&lt;Not Used&gt;,نە
Spend,Past,You,You spent,&lt;Not Used&gt;,نە
Spend,Past,He/She,He/She spent, ew borand,ئەو بوراند
Spend,Past,We,We spent,&lt;Not Used&gt;,نە
Spend,Past,You (pl.),You spent,&lt;Not Used&gt;,نە
Spend,Past,They,They spent,&lt;Not Used&gt;,نە
Spend,Present,I,I spend,ez  di borînim,ئەز د بورینم
Spend,Present,You,You spend,tu  di borînî,تو د بورینی
Spend,Present,He/She,He/She spends,ew  di borînit,ئەو د بورینیت
Spend,Present,We,We spend,em  di borînîn,ئەم د بورینین
Spend,Present,You (pl.),You spend,hîn  di borînin,ھین د بورینن
Spend,Present,They,They spend,ew  di borînin,ئەو د بورینن
Spend,Future,I,I will spend,ez dê  borînim,ئەز دێ بورینم
Spend,Future,You,You will spend,tu dê  borînî,تو دێ بورینی
Spend,Future,He/She,He/She will spend,ew dê  borînit,ئەو دێ بورینیت
Spend,Future,We,We will spend,em dê  borînîn,ئەم دێ بورینین
Spend,Future,You (pl.),You will spend,hîn dê  borînin,ھین دێ بورینن
Spend,Future,They,They will spend,ew dê  borînin,ئەو دێ بورینن
Spill,Past,I,I spilled,min  rêşt,من رێشت
Spill,Past,You,You spilled,te  rêşt,تە رێشت
Spill,Past,He/She,He/She spilled,ewî/ewê  rêşt,ئەوی/ئەوێ رێشت
Spill,Past,We,We spilled,me  rêşt,مە رێشت
Spill,Past,You (pl.),You spilled,hewe  rêşt,ھەوە رێشت
Spill,Past,They,They spilled,ewan  rêşt,ئەوان رێشت
Spill,Present,I,I spill,ez  di rêjim,ئەز د رێژم
Spill,Present,You,You spill,tu  di rêjî,تو د رێژی
Spill,Present,He/She,He/She spills,ew  di rêjit,ئەو د رێژیت
Spill,Present,We,We spill,em  di rêjîn,ئەم د رێژین
Spill,Present,You (pl.),You spill,hîn  di rêjin,ھین د رێژن
Spill,Present,They,They spill,ew  di rêjin,ئەو د رێژن
Spill,Future,I,I will spill,ez dê  rêjim,ئەز دێ رێژم
Spill,Future,You,You will spill,tu dê  rêjî,تو دێ رێژی
Spill,Future,He/She,He/She will spill,ew dê  rêjit,ئەو دێ رێژیت
Spill,Future,We,We will spill,em dê  rêjîn,ئەم دێ رێژین
Spill,Future,You (pl.),You will spill,hîn dê  rêjin,ھین دێ رێژن
Spill,Future,They,They will spill,ew dê  rêjin,ئەو دێ رێژن
Spit,Past,I,I spat,min tif kir,من تف كر
Spit,Past,You,You spat,te tif kir,تە تف كر
Spit,Past,He/She,He/She spat,ewî/ewê tif kir,ئەوی/ئەوێ تف كر
Spit,Past,We,We spat,me tif kir,مە تف كر
Spit,Past,You (pl.),You spat,hewe tif kir,ھەوە تف كر
Spit,Past,They,They spat,ewan tif kir,ئەوان تف كر
Spit,Present,I,I spit,ez tif di kem,ئەز تف د كەم
Spit,Present,You,You spit,tu tif di key,تو تف د كەی
Spit,Present,He/She,He/She spits,ew tif di ket,ئەو تف د كەت
Spit,Present,We,We spit,em tif di keyn,ئەم تف د كەین
Spit,Present,You (pl.),You spit,hîn tif di ken,ھین تف د كەن
Spit,Present,They,They spit,ew tif di ken,ئەو تف د كەن
Spit,Future,I,I will spit,ez dê tif kem,ئەز دێ تف كەم
Spit,Future,You,You will spit,tu dê tif key,تو دێ تف كەی
Spit,Future,He/She,He/She will spit,ew dê tif ket,ئەو دێ تف كەت
Spit,Future,We,We will spit,em dê tif keyn,ئەم دێ تف كەین
Spit,Future,You (pl.),You will spit,hîn dê tif ken,ھین دێ تف كەن
Spit,Future,They,They will spit,ew dê tif ken,ئەو دێ تف كەن
Spread Something,Past,I,I spread,min  belav kir,من بەلاڤ كر
Spread Something,Past,You,You spread,te  belav kir,تە بەلاڤ كر
Spread Something,Past,He/She,He/She spread,ewî/ewê  belav kir,ئەوی/ئەوێ بەلاڤ كر
Spread Something,Past,We,We spread,me  belav kir,مە بەلاڤ كر
Spread Something,Past,You (pl.),You spread,hewe  belav kir,ھەوە بەلاڤ كر
Spread Something,Past,They,They spread,ewan  belav kir,ئەوان بەلاڤ كر
Spread Something,Present,I,I spread,ez  belav di kem,ئەز بەلاڤ د كەم
Spread Something,Present,You,You spread,tu  belav di key,تو بەلاڤ د كەی
Spread Something,Present,He/She,He/She spreads,ew  belav di ket,ئەو بەلاڤ د كەت
Spread Something,Present,We,We spread,em  belav di keyn,ئەم بەلاڤ د كەین
Spread Something,Present,You (pl.),You spread,hîn  belav di ken,ھین بەلاڤ د كەن
Spread Something,Present,They,They spread,ew  belav di ken,ئەو بەلاڤ د كەن
Spread Something,Future,I,I will spread,ez dê  belav kem,ئەز دێ بەلاڤ كەم
Spread Something,Future,You,You will spread,tu dê  belav key,تو دێ بەلاڤ كەی
Spread Something,Future,He/She,He/She will spread,ew dê  belav ket,ئەو دێ بەلاڤ كەت
Spread Something,Future,We,We will spread,em dê  belav keyn,ئەم دێ بەلاڤ كەین
Spread Something,Future,You (pl.),You will spread,hîn dê  belav ken,ھین دێ بەلاڤ كەن
Spread Something,Future,They,They will spread,ew dê  belav ken,ئەو دێ بەلاڤ كەن
Sprinkle,Past,I,I Sprinkled,min reşand,من رەشاند
Sprinkle,Past,You,You Sprinkled,te reşand,تە رەشاند
Sprinkle,Past,He/She,He/She Sprinkled,ewî/ewê reşand,ئەوی/ئەوێ رەشاند
Sprinkle,Past,We,We Sprinkled,me reşand,مە رەشاند
Sprinkle,Past,You (pl.),You Sprinkled,hewe reşand,ھەوە رەشاند
Sprinkle,Past,They,They Sprinkled,ewan reşand,ئەوان رەشاند
Sprinkle,Present,I,I Sprinkle,ez di reşînim,ئەز د رەشینم
Sprinkle,Present,You,You Sprinkle,tu di reşînî,تو د رەشینی
Sprinkle,Present,He/She,He/She Sprinkles,ew di reşînit,ئەو د رەشینیت
Sprinkle,Present,We,We Sprinkle,em di reşînîn,ئەم د رەشینین
Sprinkle,Present,You (pl.),You Sprinkle,hîn di reşînin,ھین د رەشینن
Sprinkle,Present,They,They Sprinkle,ew di reşînin,ئەو د رەشینن
Sprinkle,Future,I,I will Sprinkle,ez dê reşînim,ئەز دێ رەشینم
Sprinkle,Future,You,You will Sprinkle,tu dê reşînî,تو دێ رەشینی
Sprinkle,Future,He/She,He/She will Sprinkle,ew dê reşînit,ئەو دێ رەشینیت
Sprinkle,Future,We,We will Sprinkle,em dê reşînîn,ئەم دێ رەشینین
Sprinkle,Future,You (pl.),You will Sprinkle,hîn dê reşînin,ھین دێ رەشینن
Sprinkle,Future,They,They will Sprinkle,ew dê reşînin,ئەو دێ رەشینن
Start,Past,I,I started,min  destpê kir,من دەستپێ كر
Start,Past,You,You started,te  destpê kir,تە دەستپێ كر
Start,Past,He/She,He/She started,ewî/ewê  destpê kir,ئەوی/ئەوێ دەستپێ كر
Start,Past,We,We started,me  destpê kir,مە دەستپێ كر
Start,Past,You (pl.),You started,hewe  destpê kir,ھەوە دەستپێ كر
Start,Past,They,They started,ewan  destpê kir,ئەوان دەستپێ كر
Start,Present,I,I start,ez  destpê di kem,ئەز دەستپێ د كەم
Start,Present,You,You start,tu  destpê di key,تو دەستپێ د كەی
Start,Present,He/She,He/She starts,ew  destpê di ket,ئەو دەستپێ د كەت
Start,Present,We,We start,em  destpê di keyn,ئەم دەستپێ د كەین
Start,Present,You (pl.),You start,hîn  destpê di ken,ھین دەستپێ د كەن
Start,Present,They,They start,ew  destpê di ken,ئەو دەستپێ د كەن
Start,Future,I,I will start,ez dê  destpê kem,ئەز دێ دەستپێ كەم
Start,Future,You,You will start,tu dê  destpê key,تو دێ دەستپێ كەی
Start,Future,He/She,He/She will start,ew dê  destpê ket,ئەو دێ دەستپێ كەت
Start,Future,We,We will start,em dê  destpê keyn,ئەم دێ دەستپێ كەین
Start,Future,You (pl.),You will start,hîn dê  destpê ken,ھین دێ دەستپێ كەن
Start,Future,They,They will start,ew dê  destpê ken,ئەو دێ دەستپێ كەن
Starve,Past,I,I starved,ez ji birsa da mirîm,ئەز ژ برسا دا مریم
Starve,Past,You,You starved,tu ji birsa da mirî,تو ژ برسا دا مری
Starve,Past,He/She,He/She starved,ew ji birsa da mirî,ئەو ژ برسا دا مری
Starve,Past,We,We starved,em ji birsa da mirîn,ئەم ژ برسا دا مرین
Starve,Past,You (pl.),You starved,hîn ji birsa da mirîn,ھین ژ برسا دا مرین
Starve,Past,They,They starved,ew ji birsa da mirîn,ئەو ژ برسا دا مرین
Starve,Present,I,I starve,ez ji birsa da di mirim,ئەز ژ برسا دا د مرم
Starve,Present,You,You starve,tu ji birsa da di mirî,تو ژ برسا دا د مری
Starve,Present,He/She,He/She starves,ew ji birsa da di mirit,ئەو ژ برسا دا د مریت
Starve,Present,We,We starve,em ji birsa da di mirîn,ئەم ژ برسا دا د مرین
Starve,Present,You (pl.),You starve,hîn ji birsa da di mirin,ھین ژ برسا دا د مرن
Starve,Present,They,They starve,ew ji birsa da di mirin,ئەو ژ برسا دا د مرن
Starve,Future,I,I will starve,ez dê ji birsa da mirim,ئەز دێ ژ برسا دا مرم
Starve,Future,You,You will starve,tu dê ji birsa da mirî,تو دێ ژ برسا دا مری
Starve,Future,He/She,He/She will starve,ew dê ji birsa da mirit,ئەو دێ ژ برسا دا مریت
Starve,Future,We,We will starve,em dê ji birsa da mirîn,ئەم دێ ژ برسا دا مرین
Starve,Future,You (pl.),You will starve,hîn dê ji birsa da mirin,ھین دێ ژ برسا دا مرن
Starve,Future,They,They will starve,ew dê ji birsa da mirin,ئەو دێ ژ برسا دا مرن
Steal,Past,I,I stole,min  dizî,من دزی
Steal,Past,You,You stole,te  dizî,تە دزی
Steal,Past,He/She,He/She stole,ewî/ewê  dizî,ئەوی/ئەوێ دزی
Steal,Past,We,We stole,me  dizî,مە دزی
Steal,Past,You (pl.),You stole,hewe  dizî,ھەوە دزی
Steal,Past,They,They stole,ewan  dizî,ئەوان دزی
Steal,Present,I,I steal,ez  di dizim,ئەز د دزم
