English,Kurdish (Latin),Kurdish (Arabic Script),Arabic,Transliteration
glorify,pesin kirin,پەسن کرن,مجد,pesun krun
glorify,pîroz kirin,پیرۆز کرن,مجد,peeroz krun
glorify,mezin kirin,مەزن کرن,مجد,mezun krun
glory,rumet,رومەت,مجد,rumet
glory,rewneqî,ڕه‌ونه‌قی,مجد,mezunaḧee
glory,serwerî,سەروەری,مجد,serweree
glory,mezinahî,مەزناھی,مجد,mezunaḧee
paddle,sewl diket,سەول دكەت,مجداف,sewl duket
just,bes,به‌س,مجرد,bes
mere,bitinî,بیتنى,مجرد,butunee
merely,her,ھەر,مجرد,ḧer
shovel,bêrik,بێرک,مجرفة,bêruk
shovel,carûd,جاروود,مجرفة,jarûd
shovel,ramal,رامال,مجرفة,ramal
shovel,merrbêr,مه‌ڕبێر,مجرفة,merrbêr
trowel,"merrbêl , merr",مەڕبێل ، مەڕ,مجرفة,"merrbêl , merr"
criminal,tawankar,تاوانکار,مجرم,tawankar
criminal,gunehkar,گونەھکار,مجرم,guneḧkar
dustpan,merk,مەرک,مجرود,merk
stream,cuwaavê,جووائاڤێ,مجرى,jwaavê
tentacle,micis nibat,مجس نبات,مجس نبات,dukêsheet
hair Dryer,fêr,فێر,مجفف شعر,fêr
journal,guvar,گوڤار,مجلة,guvar
magazine,"guvar , embar",گوڤار ، ئەمبار,مجلة,"mujele , guvar , embar"
magazine,micele,مجەلە,مجلة,"mujele , guvar , embar"
folder,peldanik,په‌لدانک,مجلد,peldanuk
folder,fulider,فولدەر,مجلد,"melef , fuluder"
folder,melef,مەلەف,مجلد,"melef , fuluder"
board,text,ته‌خت,مجلس,resh
board,sebure,سەبورە,مجلس,sebure
board (group),deste,ده‌سته‌,مجلس,deste
council,civat,جڤات,مجلس,jvat
parliament,perleman,پەرلەمان,مجلس النواب,perleman
cabinet,kabîne,كابینە,مجلس الوزراء,kabeene
frozen,befir gritî,بەفرگرتی,مجمد,befur grutee
frozen,cemidî,جەمدی,مجمد,jemudee
frozen,qersî,قەرسی,مجمد,qersee
sum,kumkirin,كومكرن,مجموع,kmkrun
total,tev,ته‌ڤ,مجموع,"tevaḧee, tevayee"
total,"tevahî, tevayî",ته‌ڤاهی، ته‌ڤایی,مجموع,"tevaḧee, tevayee"
total,devde,ده‌ڤده‌,مجموع,ḧemû
total,sercem,سەرجەم,مجموع,serjem
total,kamil,کامل,مجموع,ḧemû
total,hemû,هه‌موو,مجموع,ḧemû
collection,berhevkirin,به‌رهه‌ڤکری,مجموعة,berḧevkrun
collection,xirrvekirin,خڕڤه‌کرن,مجموعة,xurrvekrun
group,kumel,كومەل,مجموعة,kmel
ethnic group,koma etnîkî,کۆما ئه‌تنیکی,مجموعة عرقية,nufshee
ethnic group,milet,مله‌ت,مجموعة عرقية,nufshee
array,rêz,ڕێز,مجموعة مصفوفة,rêz
array,rêz kirin,ڕێز کرن,مجموعة مصفوفة,rêz
crazy,bê 'aqil,بێ عاقل,مجنون,bê 'aqul
fool,bê aqil,بێ ئاقل,مجنون,"bê ḧush, bê aql, bê mezhee"
fool,bê mejî,بێ مەژی,مجنون,"bê ḧush, bê aql, bê mezhee"
fool,bê hiş,بێ هش,مجنون,"bê ḧush, bê aql, bê mezhee"
insane,dîn,دین,مجنون,deen
mad,dîn,دین,مجنون,deen
effort,bizav,بزاڤ,مجهود,"buzav , ḧewl"
effort,têkoşîn,تێکۆشین,مجهود,têkosheen
effort,renc,رەنج,مجهود,renj
effort,renc,ڕه‌نج,مجهود,renj
effort,hewl,هه‌ول,مجهود,"buzav , ḧewl"
microscope,hurbînin,ھوربینن,مجھر,ḧurbeenun
favor,xêr,خێر,محاباة,xêr
favor,rezamendî,ڕه‌زامه‌ندی,محاباة,qenjee
favor,qencî,قەنجى,محاباة,qenjee
conversation,axvîn,ئاخڤین,محادثة,"suḧbet, suḧbet, axveen"
conversation,dan û standin,دان و ستاندن,محادثة,dan û standun
conversation,"suḧbet, suhbet",سوحبه‌ت، سوهبه‌ت,محادثة,"suḧbet, suḧbet, axveen"
oyster,sedef,سەدەف,محار,sedef
oyster,şeytanuk,شەیتانوك,محار,sheytanuk
belligerent,êrişbaz,ئێرشباز,محارب,parastun
belligerent,êrîşkar,ئێریشکار,محارب,parastun
belligerent,şerxwaz,شه‌رخواز,محارب,parastun
accountant,ji mêrîyar,ژمێریار,محاسب,zhu mêreeyar
accountant,muḧasb,موحاسب,محاسب,muḧasb
besieged,dorpêç,دۆرپێچ,محاصر,dorpêch
lecture,muḧazere,موحازەرە,محاضرة,muḧazere
lecture,wane,وانە,محاضرة,wane
tuition,"xandin, fêrkirin",خاندن، فێرکرن,محاضرة,"xandun, fêrkrun"
governor,parêzgar,پارێزگار,محافظ,parêzgar
governor,muḧafz,موحافز,محافظ,muḧafz
governor,walî,والی,محافظ,walee
emulate,hevkirî kirin,هه‌ڤکری کرن,محاكاة,ḧevkree krun
emulation,berberî,به‌ربه‌ری,محاكاة,berberee
emulation,"hevrikî, hevberî",هه‌ڤرکی، هه‌ڤبه‌ری,محاكاة,"ḧevrukee, ḧevberee"
prosecute,gilî diket,گلى دكەت,محاكمة,gulee duket
attorney,parêzer,پارێزەر,محام,parêzer
lawyer,"parîzer , muḧamî",پاریزەر ، موحامی,محام,"pareezer , muḧamee"
solicitor,parêzer,پارێزەر,محام,parêzer
attempt,tê koşîn,تێ کۆشین,محاولة,tê kosheen
attempt,lebikîn,له‌بکین,محاولة,lebukeen
attempt,"muḧawele , hewl didet",موحاوەلە ، ھەول ددەت,محاولة,"muḧawele , ḧewl dudet"
attempt,hewl dan,هه‌ول دان,محاولة,ḧewl dan
endeavour,berxwedan,به‌رخوه‌دان,محاولة,berxwedan
endeavour,têkoşîn,تێکۆشین,محاولة,têkosheen
try,bizav kirin,بزاڤ کرن,محاولة,tê kosheen
try,tê koşîn,تێ کۆشین,محاولة,tê kosheen
try,ceribandin,جه‌رباندن,محاولة,jerubandun
try,hewl dan,هه‌ول دان,محاولة,ḧewl dan
neutral,bê layen,بێ لایەن,محايد,bê layen
loving,viyan,ڤیان,محب,vuyan
frustrated,sist bîn,سست بین,محبط,sust been
beloved,xuşitvî,خوشتڤی,محبوب,xushutvee
darling,xuşitvî,خوشتڤى,محبوب,xushutvee
idol,pût,پووت,محبوب الجماهير,xweshutvee
idol,xudayê putî,خودایێ پوتی,محبوب الجماهير,xweshutvee
probable,şiyanî,شیانی,محتمل,shuyanee
prospective,berbijar,بەربژار,محتمل,berbuzhar
content,razî kir,رازى كر,محتوى,razee kr
content,naverok,ناڤه‌رۆک,محتوى,razee kr
contents,naverok,ناڤەرۆك,محتويات,naverok
restricted,sinûrdar,سنووردار,محدد,dever
limited,sinurdar,سنوردار,محدود,sunurdar
plough,cot kirin,جۆت کرن,محراث,kêlan
plough,kêlan,کێلان,محراث,kêlan
plow,cot kirin,جۆت کرن,محراث,kêlan
plow,cotî kirin,جۆتی کرن,محراث,kêlan
plow,kêlan,کێلان,محراث,kêlan
editor,serinivîser,سەرنڤیسەر,محرر,serunuveeser
offerings (for burnt),qurbaniyên sotinê,قوربانیێن سۆتنێ,محرقات,qurbanuyên sotunê
taboo,bestel,به‌سته‌ل,محرم,bestel
taboo,tabû,تابوو,محرم,tabû
taboo,ne hêlay,نە هێلای,محرم,ne ḧêlay
distressed,dilgiran,دلگران,محزن,dulguran
tax collector,bacgir,باجگر,محصل الضرائب,bajgur
crop,berhem,به‌رهه‌م,محصول,berḧem
crop,çinîn,چنین,محصول,chuneen
crop,zad,زاد,محصول,"xarun, zad, eruzaq"
crop,zadçinî,زادچنی,محصول,zadchunee
station,"rawestek , war , deyinît",راوەستەك ، وار ، دەینیت,محطة,"rawestek , war , deyuneet"
gas station,panzîn xane,پانزینخانە,محطة  بیترول,panzeen xane
oil station,panzîn xane,پانزینخانە,محطة  بیترول,panzeen xane
police station,merikezî pulîsa,مەركەزى پولیسا,محطة الشرطة,merukezee puleesa
fire station,bingehê agir vemirandinê,بنگەھێ ئاگر ڤەمراندنێ,محطھ اطفاء الحريق,bungeḧê agur vemurandunê
prohibited,qedẍe,قەدغە,محظور,qedẍe
lucky,"bextiyar, bextewer",به‌ختیار، به‌خته‌وه‌ر,محظوظ,"bextuyar, bextewer"
purse,cizdanika jina,جزدانكا ژنا,محفظة,jzdanuka zhuna
wallet,cizidanik,جزدانک,محفظة,jzudanuk
perilous,tirisinak,ترسناك,محفوف بالمخاطر,turusunak
syringe,sirinc,سرنج,محقنة,surunj
court,dadigeh,دادگەھ,محكمة,dadugeḧ
court,dîwanxane,دیوانخانه‌,محكمة,deewanxane
domestic,xwemalî,خوه‌مالی,محلي,xwemalee
domestic,xêzanî,خێزانى,محلي,xêzanee
local,xumalî,خومالى,محلي,xumalee
local,nefxwîy,نەفخویی,محلي,nefxweey
homemade,xwemalî,خوه‌مالی,محلي الصنع,xwemalee
homemade,malçêkirî,مالچێکری,محلي الصنع,malchêkree
Muhammed,muḧammed,موحاممەد,محمد,muḧammed
hectic,pir mijûle,پر مژووله,محموم,pur muzhûle
adversity,dijwarî,دژواری,محنة,duzhwaree
adversity,"zehimetî, dijwarî",زه‌همه‌تی، دژواری,محنة,"zeḧumetee, duzhwaree"
distress,xembar diket,خەمبار دکەت,محنة,xembar duket
distress,dilgiran bît,دلگران بیت,محنة,dulguran beet
tribulation,"tengavî, rencî",ته‌نگاڤی، ڕه‌نجی,محنة,"tengavee, renjee"
erase,jê birin,ژێ برن,محو,zhê burun
erase,jê dibet,ژێ دبه‌ت,محو,zhê dubet
erase,misaḧ kirin,مساح کرن,محو,zhê dubet
erase,mesḧ kirin,مەسح کرن,محو,wefteez krun
axis,tewer,تەوەر,محور,tewer
transgression,zêdegavî,زێده‌گاڤی,مخالفة,zêdegavee
transgression,serpêçî,سه‌رپێچی,مخالفة,serpêchee
transgression,guneh,گونه‌ھ,مخالفة,guneḧ
transgression,neheqî,نه‌هه‌قی,مخالفة,zêdegavee
bakery,nanpêjî,نانپێژی,مخبز,nanpêzhee
bakery (oven),firin,فرن,مخبز,furun
bakery (raised bread),semonxane,سه‌مۆنخانه‌,مخبز,semonxane
Lab,"taqîgeh, ezimûngeh",تاقیگه‌ھ، ئه‌زموونگه‌ھ,مختبر,"taqeegeḧ, ezumûngeḧ"
Lab,muxteber,موختەبەر,مختبر,muxteber
laboratory,taqîgeh,تاقیگەھ,مختبر,taqeegeḧ
laboratory,muxteber,موختەبەر,مختبر,muxteber
inventer,dahêner,داهێنه‌ر,مخترع,jwaavê
inventor,dahêner,داهێنه‌ر,مخترع,jwaavê
inventor,keşifker,که‌شفکه‌ر,مخترع,jwaavê
mixed,têkel,تێكەل,مختلط,têkel
different,têvel,تێڤه‌ل,مختلف,"jda , jyawaz"
different,cuda,جودا,مختلف,"jda , jyawaz"
different,ciyawaz,جیواز,مختلف,"jda , jyawaz"
different,ferq,فه‌رق,مختلف,jyawazee
various,cuda-cuda,جودا-جودا,مختلف,jda-jda
various,corawcor,جۆراوجۆر,مختلف,jorawjor
various,ciyawaz,جیاواز,مختلف,jyawaz
shameful,eybe,عەیبە,مخجل,eybe
drug,îlac,ئیلاج,مخدر,ḧoshber
drug,ḧişîş,حشیش,مخدر,ḧoshber
drug,hoşber,ھۆشبەر,مخدر,ḧoshber
outlet,kun,كون,مخرج,kn
director movie,derhênerê filman,ده‌رهێنه‌رێ فلمان,مخرج سينمائي,darḧêner
cone,qûçek,قووچەك,مخروط,qûchek
cupboard,dolab,دۆلاب,مخزنة,dolab
allowance,diravdanî,دراڤدانی,مخصص,sunor krun
allowance,muçe,موچه‌,مخصص,sunor krun
mistaken,xelet,خەلەت,مخطئ,xelet
manuscript,desinus,دەسنوس,مخطوطة,desunus
hidden,veşaritî,ڤەشارتی,مخفي,vesharutee
claw,penc,پەنج,مخلب,penj
cat's paw,lepên pisîkekê,له‌پێن پسیکه‌کێ,مخلب القط,lepên puseekekê
paw of cat,lepên pisîkekê,له‌پێن پسیکه‌کێ,مخلب القط,lepên puseekekê
pickle,tirşî diket,ترشى دكەت,مخلل,turshee duket
pickle,sihik,سهک,مخلل,suḧuk
pickles,tirşî,ترشى,مخلل,turshee
scary,tirsnak,ترسناک,مخيف,tursnak
camp,serbazge,سەربازگە,مخيم,serbazge
camp,kemp,کەمپ,مخيم,kemp
refugee camp,serbazge penaber,سەربازگە پەنابەر,مخيم الأجئين,serbazge penaber
prolong,dirêjidiket,درێژدكەت,مد,durêzhuduket
orbit,felek,فەلەك,مدار,felek
orbit,mewda,مەودا,مدار,mewda
defender,berevan,بەرەڤان,مدافع,"berevan , pushuteevan"
defender,pişitîvan,پشتیڤان,مدافع,"berevan , pushuteevan"
praise,"pesin, pesin dan",په‌سن، په‌سن دان,مدح,"pesun, pesun dan"
praise,pesinandin,په‌سناندن,مدح,pesunandun
praise,"sirûd , siruda",سروود ، سرودا,مدح,"surûd , suruda"
praise,hemid,هەمد,مدح,ḧemud
doorway,bersifik,به‌رسفک,مدخل,bersufuk
doorway,navder,ناڤدەر,مدخل,navder
entrance,cihê çuna dijurve,جھێ چونا دژورڤە,مدخل,jḧê chuna duzhurve
chimney,papor,پاپۆر,مدخنة,papor
coach,rahêner,ڕاهێنه‌ر,مدرب,raḧêner
instructor,dersdar,ده‌رسدار,مدرب,dersdar
instructor,rahêner,ڕاهێنه‌ر,مدرب,raḧêner
trainer,rahêner,ڕاهێنه‌ر,مدرب,raḧêner
teacher,fêrkar,فێرکار,مدرس,fêrkar
teacher,mamusta,ماموستا,مدرس,mamusta
train,rahênan kirin,ڕاهێنان کرن,مدرس,raḧênan krun
train (v),rahênan kirin,ڕاهێنان کرن,مدرس,raḧênan krun
tutor,mamostayê taybet,مامۆستایێ تایبه‌ت,مدرس,mamostayê taybet
elementary school,seretayî,سه‌رەتایی,مدرسة ابتدائية,seretayee
private school,qutabixana taybet,قوتابخانا تایبەت,مدرسة خاصة,qutabuxana taybet
tank (car),debabe,ده‌بابه‌,مدرعة,debabe
aware of,hay jê bûn,های ژێ بوون,مدرك ل,ageḧdar
buried,veşart,ڤەشارت,مدفون,veshart
auditor,tîbîner,تیبینەر,مدقق حسابات,teebeener
addict,hogerbûn,هۆگه‌ربوون,مدمن,ḧogerbûn
addicted,mudmin,مودمن,مدمن,mudmun
defiled,herimî,هه‌رمی,مدنس,têkdan
civil,şariste,شارستە,مدني,sharuste
civil,medenî,مه‌ده‌نی,مدني,medenee
civilian,bajêriye,باژێریە,مدني,bazhêruye
civilian,medenî,مه‌ده‌نی,مدني,medenee
director,darhêner,دارھێنەر,مدير,rêveber
director,rêveber,رێڤەبەر,مدير,rêveber
director,mudîr,مودیر,مدير,mudeer
manager,birîkar,بریکار,مدير,"mudeer , rêveber"
manager,berpris,به‌رپرس,مدير,berprus
manager,rêveber,رێڤەبەر,مدير,"mudeer , rêveber"
manager,mudîr,مودیر,مدير,"mudeer , rêveber"
district administrator,qaymqam,قایمقام,مدير المنطقة,qaymqam
district administrator,qaymeqamî,قایمه‌قامی,مدير المنطقة,qaymeqamee
debtor,qerdar,قەردار,مدين,qerdar
city,bajar,باژار,مدينة,bazhar
city,şar,شار,مدينة,shar
metropolis,paytext,پایته‌خت,مدينة,"paytext, serbazhêr"
metropolis,serbajêr,سه‌رباژێر,مدينة,"paytext, serbazhêr"
town,bajar,باژار,مدينة,bazhar
town,bajêr,باژێر,مدينة,bazhêr
town,qeza,قه‌زا,مدينة,qeza
altar,qurbangeh,قوربانگه‌ھ,مذبح,gureegeḧe
massacre,binbrikirin,بنبركرن,مذبحة,bunbrukrun
pitchfork,melhêb,مه‌لهێب,مذراة,melḧêb
masculine,nêr,نێر,مذكر,nêr
memorandum,bîranîn,بیرئانین,مذكرة,beeraneen
warrant,desteserikirdin,دەستەسەركردن,مذكرة,desteserukrdun
guilty,tawanbar,تاوانبار,مذنب,tawanbar
guilty,gunehbar,گونەھبار,مذنب,guneḧbar
sinful,"gunehber , xelet",گونەھبەر ، خەلەت,مذنب,"guneḧber , xelet"
amazed,guhişîn,گوهشین,مذهل,guḧusheen
astonishing,guhişîn,گوهشین,مذهل,guḧusheen
startling,ciniqandin,جنقاندن,مذهل,duturuseent
startling,ciniqîn,جنقین,مذهل,duturuseent
stunning,pir baş,پر باش,مذهل,pur bash
stunning,"dilber, gêj dar",دلبه‌ر، گێژ دار,مذهل,"dulber, gêzh dar"
stunning,gelek ciwan,گه‌له‌ک جوان,مذهل,gelek jwan
announcer,pêşkêş kar,پێشکێش کار,مذيع,pêshkêsh kar
broadcaster,bêjer,بێژەر,مذيع,bêzher
broadcaster,"weşîner, şandiyar",وه‌شینه‌ر، شاندیار,مذيع,"wesheener, shanduyar"
anchor,lenger,له‌نگه‌ر,مذيع الأخبار,"lenger, ḧêsun"
anchor,hêsin,هێسن,مذيع الأخبار,"lenger, ḧêsun"
carport,garaja li malê,گاراژا ل مالێ,مرآب,dêreen
parking garage,gerac,گەراج,مرآب للسيارات,geraj
mirror,awêne,ئاوێنه‌,مرآة,awêne
mirror,qotîk,قۆتیک,مرآة,qoteek
mirror,"neynik, eyne",نه‌ینک، ئه‌ینه‌,مرآة,"neynuk, eyne"
bitter,teḧil,تەحل,مرارة,teḧul
bitterness,tehilî,ته‌هلی,مرارة,teḧulee
bitterness,teḧilatî,تەحلاتی,مرارة,teḧulatee
wormwood,giyaberik,گیابه‌رک,مرارة,guyaberuk
ceremony,aheng,ئاھەنگ,مراسم,aḧeng
ceremony,rêuresim,ڕێوره‌سم,مراسم,rêuresum
ceremony,merasim,مه‌راسم,مراسم,merasum
escort,zêrevan,زێرەڤان,مرافقة,zêrevan
carpool,gel êk çûn,گەل ئێک چوون,مرافقي,gel êk chûn
monitor,şaşe,شاشە,مراقب,"shashe , muneeter"
monitor,munîter,مونیتەر,مراقب,"shashe , muneeter"
surveillance,"çavdêrî, lêpan, pan",چاڤدێری، لێپان، پان,مراقبة,"chavdêree, lêpan, pan"
surveillance,"nubedarî, nobedarî",نوبه‌داری، نۆبه‌داری,مراقبة,"nubedaree, nobedaree"
stalk,bistîk,بستیک,مراقبة بتطفل,jwaavê
teen,sinêle,سنێلە ، مراهق,مراھق,sunêle
teenager,sinêle,سنێلە ، گەنج,مراھق,sunêle
wily,"kone, şatir, ne tebitî",کۆنه‌، شاتر، نه‌ ته‌بتی,مراوغ,"kone, shatur, ne tebutee"
profitable,havlibar,ھاڤلبار,مربح,ḧavlubar
